schedule|googlelink|marketname|products|address|id
 <br> <br> <br> |http://maps.google.com/?q=36.899749%2C%20-93.572941%20(%22Crane+Creek+Market%22)|Crane Creek Market|Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|205 South Commerce Street, Crane, Missouri, 65633|1008501
01/01/2014 to 12/31/2014 Sun: 8:30 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=21.3955679%2C%20-157.7415370%20(%22KailuaTown+Farmers+Market%22)|KailuaTown Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|315 Kuulei St, Kailua , Hawaii, 96734|1008502
01/01/2014 to 12/31/2014 Tue: 11:00 AM-7:00 PM;Wed: 11:00 AM-7:00 PM;Thu: 11:00 AM-7:00 PM;Fri: 11:00 AM-5:00 PM;Sat: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=41.5201638%2C%20-90.5787623%20(%22Quad+Cities+Food+Hub%22)|Quad Cities Food Hub|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Soap and/or body care products|421 W. River Drive Suite 5, Davenport, Iowa, 52801|1008504
01/01/2014 to 12/31/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=21.381691%2C%20-157.941677%20(%22Pearlridge+Farmers+Market%22)|Pearlridge Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|98-1005 Moanalua Rd, Aiea , Hawaii, 96701|1008505
 <br> <br> <br> |http://maps.google.com/?q=27.9657334%2C%20-82.7998012%20(%22Downtown+Clearwater++Farmers+Market%22)|Downtown Clearwater  Farmers Market||500 block Cleveland St., Clearwater , Florida, 33757|1008507
01/01/2014 to 12/31/2014 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.710347%2C%20-118.440444%20(%22Lakeshore+Farmers+Market%22)|Lakeshore Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Soap and/or body care products; Trees, shrubs|7455 Wofford Heights Bvld, Wofford Heights, California, 93285|1008508
04/06/2013 to 11/23/2013 Sat: 9:00 AM-12:30 PM;<br> <br> <br> |http://maps.google.com/?q=32.448625%2C%20-81.782923%20(%22Main+Street+Statesboro+Farmers+Market%22)|Main Street Statesboro Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|2 East Main Street, Statesboro , Georgia, 30458|1008513
05/01/2013 to 11/27/2013 Wed: 2:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.596972%2C%20-82.561093%20(%22Montford+Farmers+Market%22)|Montford Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|36 Montford Ave, Asheville, North Carolina, 28801|1008515
05/04/2013 to 10/05/2013 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=37.683388%2C%20-77.885844%20(%22Goochland+Farmers+Market%22)|Goochland Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|2955 River Road West, Goochland, Virginia, 23063|1008516
01/01/2014 to 12/20/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=29.313544%2C%20-100.414189%20(%22The+Montalvo+House+Community+Market%22)|The Montalvo House Community Market|Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|103 E. Thomas Street, Brackettville , Texas, 78832|1008517
05/09/2014 to 10/31/2014 Tue: 9:00 AM-2:00 PM;Fri: 9:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=44.595500%2C%20-75.168835%20(%22Canton+Farmers+Market%22)|Canton Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|Main & Court , Canton, New York|1008518
05/23/2013 to 09/19/2013 Thu: 11:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=41.159034%2C%20-81.244684%20(%22Downtown+Ravenna+Farmers+Market%22)|Downtown Ravenna Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|Merdian St. and Cedar St., Ravenna, Ohio, 44266|1008519
 <br> <br> <br> |http://maps.google.com/?q=39.118058%2C%20-92.136565%20(%22Crocker+Farms+LLC%22)|Crocker Farms LLC|Fresh fruit and vegetables; Fresh and/or dried herbs; Meat|14400 North Route Z, Centralia, Missouri, 65240|1008520
 <br> <br> <br> |http://maps.google.com/?q=37.778019%2C%20-90.179753%20(%22Crown+Valley+Champagne%22)|Crown Valley Champagne|Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Wine, beer, hard cider|23589 State Route WW, Ste. Genevieve, Missouri, 63670|1008522
11/03/2013 to 04/27/2014 Sun: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=26.440518%2C%20-82.073300%20(%22Sanibel+Island+Farmers+Market%22)|Sanibel Island Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|800 Dunlop Rd, Sanibel , Florida, 33957|1008523
11/02/2013 to 04/26/2014 Sat: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=26.351025%2C%20-81.808192%20(%22Bonita+Springs+Farmers+Market%22)|Bonita Springs Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|26795 South Bay Dr., Bonita Springs , Florida, 34134|1008524
05/04/2013 to 10/26/2013 Sun: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.1388589%2C%20-90.5647400%20(%22De+Soto+Farmers''+Market%22)|De Soto Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|1004 Rock Road, De Soto, Missouri, 63020|1008525
01/08/2014 to 03/26/2014 Wed: 2:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=26.5503%2C%20-81.762075%20(%22Fenway+South+Farmers+Market%22)|Fenway South Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|11500 Fenway South Dr., Ft. Myers, Florida, 33919|1008526
06/01/2013 to 10/26/2013 Sat: 9:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.117625%2C%20-79.199524%20(%22Falconer+Farmers''+Market%22)|Falconer Farmers'''' Market|Baked goods; Eggs; Fresh fruit and vegetables; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Prepared foods (for immediate consumption)|W. Main Street at Homestead, Falconer, New York, 14733|1008528
06/09/2013 to 10/20/2013 Sun: 11:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.572223%2C%20-89.471969%20(%22Northside+Farmers+Market+at+Edgewater%22)|Northside Farmers Market at Edgewater|Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Poultry; Soap and/or body care products|2957 County CX, Portage, Wisconsin, 53901|1008530
05/24/2014 to 10/25/2014 Sat: 9:30 AM-1:30 PM;<br> <br> <br> |http://maps.google.com/?q=39.902321%2C%20-75.348744%20(%22Swarthmore+Farmers''+Market%22)|Swarthmore Farmers'''' Market|Baked goods; Cheese and/or dairy products; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Poultry; Soap and/or body care products|Dartmouth Avenue near Lafayette Avenue, Swarthmore borough, Pennsylvania, 19081|1008531
04/06/2013 to 10/26/2013 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.717612%2C%20-92.272695%20(%22Dora+Farmers''+Market%22)|Dora Farmers'''' Market|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption); Trees, shrubs|Hwy 181, Sycamore, Missouri, 65760|1008532
 Sat: 8:00 AM-;<br> <br> <br> |http://maps.google.com/?q=36.759334%2C%20-90.393030%20(%22Downtown+Poplar+Bluff+Farmers''+Market%22)|Downtown Poplar Bluff Farmers'''' Market|Crafts and/or woodworking items; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|400 Main Street, Poplar Bluff, Missouri, 63901|1008533
06/06/2013 to 09/26/2013 Thu: 3:30 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.292351%2C%20-85.953111%20(%22Artisan+Foodworks+Thursday+Evening+Market%22)|Artisan Foodworks Thursday Evening Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|9600 North US Hwy 31, Columbus , Indiana, 47201|1008534
01/01/2013 to 12/31/2013 Mon: 5:00 AM-8:00 PM;Tue: 5:00 AM-8:00 PM;Wed: 5:00 AM-8:00 PM;Thu: 5:00 AM-8:00 PM;Fri: 5:00 AM-8:00 PM;Sat: 5:00 AM-8:00 PM;Sun: 8:00 AM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.762498%2C%20-78.663289%20(%22Raleigh+State+Farmers+Market%22)|Raleigh State Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|1201 Agriculture Street, Raleigh, North Carolina, 27603|1008535
05/07/2013 to 09/24/2013 Tue: 7:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=37.950360%2C%20-91.761915%20(%22Dowtown+Rolla+Farmers''+Market%22)|Dowtown Rolla Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|9th Street and Hollaway, Rolla, Missouri, 65401|1008537
06/03/2014 to 10/14/2014 Tue: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.3579870%2C%20-83.2257200%20(%22Sowing+Seeds+Growing+Futures+Farmers+Market%22)|Sowing Seeds Growing Futures Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Maple syrup and/or maple products; Prepared foods (for immediate consumption); Soap and/or body care products|18950 Joy Road, Detroit, Michigan, 48228|1008538
07/02/2013 to 10/29/2013 Tue: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.118213%2C%20-84.557140%20(%22Robert''s+Farmstand%22)|Robert''''s Farmstand|Baked goods; Cheese and/or dairy products; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Poultry; Prepared foods (for immediate consumption)|1702 Grand Ave, Cincinnati, Ohio, 45214|1008539
 Sat: 8:00 AM-;<br> <br> <br> |http://maps.google.com/?q=37.876787%2C%20-94.021567%20(%22Eldorado+Springs+Farmers''+Market%22)|Eldorado Springs Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Soap and/or body care products|West Spring Street and North Main, El Dorada Springs, Missouri, 64744|1008540
04/06/2013 to 09/28/2013 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.348364%2C%20-92.581576%20(%22Eldon+Farmers''+Market%22)|Eldon Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|1702 Business Hwy 54 South, Eldon, Missouri, 65026|1008541
05/30/2013 to 11/03/2013 Thu: 3:00 PM-7:00 PM;Sun: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.486659%2C%20-79.338153%20(%22Dunkirk''s+Farmer+and+Artisan+Market%22)|Dunkirk''''s Farmer and Artisan Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Wine, beer, hard cider|Memorial Park, Lake Shore Drive West, Dunkirk, New York, 14048|1008542
 Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.123435%2C%20-93.937689%20(%22Fahrmeier+Farms%22)|Fahrmeier Farms|Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Prepared foods (for immediate consumption); Wine, beer, hard cider|9364 Mitchell Trail, Lexington, Missouri, 64067|1008543
